"Navigate","Quick Hierarchy","Ctrl+T","Editing Xtext Source"
"Text Editing","Comment Previous","Esc P","Editing Java Source"
"Text Editing","Delete Previous Word","Esc Backspace","Editing Text"
"Text Editing","Swap Mark","Ctrl+X Ctrl+X","Embedded Xtext Editor context"
"Text Editing","Display Buffer Other Window","Ctrl+X 4 Ctrl+O","Editing Text"
"File","Refresh","F5","In Windows"
"Text Editing","Move Lines Down","Alt+Down","Editing Text"
"Edit","Content Assist","Alt+/","In Dialogs and Windows"
"Run/Debug","Step Into","Ctrl+C Ctrl+S","Debugging"
"Edit","Select Previous Element","Shift+Alt+Left","Editing Java Source"
"Text Editing","End Buffer","Alt+>","Editing Text"
"Edit","Undo","Ctrl+/","In Windows"
"Text Editing","Cut to End of Line","Ctrl+K","Editing Text"
"Text Editing","Cut to Beginning of Line","Alt+0 Ctrl+K","Embedded Xtext Editor context"
"Run/Debug","Use Step Filters","Shift+F5","In Windows"
"Views","Show View (Task List)","Shift+Alt+Q K","In Windows"
"Text Editing","Apropos Command","Ctrl+H A","Editing Text"
"Edit","Copy","Ctrl+C","In Dialogs and Windows"
"Navigate","Open Resource","Ctrl+X Ctrl+F","In Windows"
"Text Editing","Describe Command","Ctrl+H F","Editing Text"
"Views","Show View (Type Hierarchy)","Shift+Alt+Q T","In Windows"
"Navigate","Backward History","Alt+Left","In Windows"
"Text Editing","Enlarge Window","Ctrl+X }","Editing Text"
"Text Editing","Eval Expression","Esc Shift+;","In Windows"
"Text Editing","Insert Line Below Current Line","Shift+Enter","Embedded Xtext Editor context"
"Text Editing","Text Start","Esc Shift+<","Embedded Xtext Editor context"
"Navigate","Open Type","Shift+Ctrl+T","In Windows"
"Edit","Toggle Block Selection","Shift+Alt+A","Embedded Xtext Editor context"
"gazonk.del","Cut","Ctrl+W","In Console View"
"File","Rename","F2","In Windows"
"Run/Debug","Coverage Java Application","Shift+Alt+E J","In Windows"
"Window","Update Project","Alt+F5","In Windows"
"Text Editing","Replace Rectangle","Ctrl+X R T","Editing Text"
"Edit","Quick Diff Toggle","Shift+Ctrl+Q","Editing Text"
"Navigate","Collapse All","Shift+Ctrl+Numpad_Divide","In Windows"
"Views","Refresh View (Gradle Tasks)","F5","In Gradle Tasks View"
"Text Editing","Universal Argument","Alt+8","Editing Text"
"Text Editing","Describe Key Briefly","Ctrl+H C","Editing Text"
"Text Editing","Begin Line","Shift+Home","Editing Text"
"Window","Toggle Split Editor (Horizontal)","Ctrl+_","In Windows"
"Text Editing","Backward Word","Alt+B","Editing Text"
"Run/Debug","Coverage JUnit Plug-in Test","Shift+Alt+E P","In Windows"
"Text Editing","Delete Next Word","Esc D","Editing Text"
"Text Editing","Forward Word","Shift+Alt+F","Editing Text"
"Window","Previous Editor","Shift+Ctrl+F6","In Windows"
"Navigate","Go to Line","Ctrl+L","Embedded Xtext Editor context"
"Navigate","Show In Breadcrumb","Shift+Alt+B","Editing Java Source"
"Run/Debug","Debug JUnit Test","Shift+Alt+D T","In Windows"
"Text Editing","Line Down","Ctrl+N","Editing Text"
"Text Editing","Universal Argument","Alt+1","Editing Text"
"Text Editing","Delete to End of Line","Shift+Ctrl+Delete","Editing Text"
"Edit","Cut","Ctrl+X","In Dialogs and Windows"
"Text Editing","Describe Help Commands","Ctrl+H ?","Editing Text"
"Text Editing","I-Search backward","Ctrl+R","Editing Text"
"Text Editing","Join Frame","Ctrl+X 5 0","Editing Text"
"Text Editing","Page Down","Ctrl+V","Editing Text"
"Text Editing","Line Start","Home","Editing Text"
"Text Editing","Line Down","Ctrl+N","Embedded Xtext Editor context"
"Text Editing","Universal Argument","Alt+0","Editing Text"
"Text Editing","Yank Rectangle","Ctrl+X R Y","Editing Text"
"Run/Debug","Run Ant Build","Shift+Alt+X Q","In Windows"
"Edit","Select Enclosing Element","Ctrl+Alt+U","Editing Java Source"
"Run/Debug","Inspect","Shift+Ctrl+I","In Dialogs and Windows"
"Run/Debug","Run JUnit Plug-in Test","Shift+Alt+X P","In Windows"
"Text Editing","Pop Global Mark","Ctrl+X Ctrl+Space","Editing Text"
"Text Editing","Describe Bindings","Ctrl+H B","Editing Text"
"Run/Debug","Execute","Ctrl+U","In Windows"
"Text Editing","Select Next Word","Shift+Ctrl+Right","Embedded Xtext Editor context"
"Navigate","Next Page","Alt+F7","In Windows"
"Run/Debug","Step Over","Ctrl+C Ctrl+N","Debugging"
"Text Editing","Backward Character","Ctrl+B","Editing Text"
"Text Editing","Previous Column","Ctrl+B","Editing Text"
"Navigate","Next","Alt+,","In Windows"
"File","Close","Ctrl+X K","In Windows"
"Source","Open External Documentation","Shift+F2","Editing Ant Buildfiles"
"Edit","Undo","Ctrl+Z","In Dialogs and Windows"
"Text Editing","Set Mark","Ctrl+2","Embedded Xtext Editor context"
"Text Editing","Begin Buffer","Esc <","Editing Text"
"Text Editing","Delete Next Word","Ctrl+Delete","Editing Text"
"Navigate","Go to Line","Ctrl+L","Editing Text"
"Text Editing","Jump to Register","Ctrl+X R J","Editing Text"
"Window","Next Perspective","Ctrl+F8","In Windows"
"Text Editing","Pop Tag Mark","Esc Shift+8","Editing Text"
"Text Editing","Line Up","Ctrl+P","Editing Text"
"Text Editing","Name Last Kbd Macro","Ctrl+X Ctrl+K N","Editing Text"
"Navigate","Open Declaration","Alt+.","Editing Java Source"
"Text Editing","Scroll Line Up","Alt+Z","Editing Text"
"Navigate","Quick Outline","Ctrl+O","Editing in Structured Text Editors"
"Run/Debug","Debug Java Application","Alt+D J","Editing Xtend Source"
"Source","Toggle Comment","Ctrl+/","Editing Properties Files"
"Navigate","Open Declaration","Esc .","Editing Java Source"
"Text Editing","Select Line End","Shift+End","Editing Text"
"Edit","Find and Replace","Esc R","In Windows"
"Editing","Toggle Comment","Ctrl+X Ctrl+;","Editing Xtext Source"
"Navigate","Search Repository for Task","Shift+Ctrl+F12","In Windows"
"Task Repositories","Show Tooltip Description","F4","In Tasks View"
"Text Editing","Deactivate Window","Ctrl+X 0","In Windows"
"Text Editing","Previous Line","Shift+Up","Editing Text"
"Edit","Previous Sibling","Shift+Ctrl+Up","Editing in Structured Text Editors"
"Editing","Format","Shift+Ctrl+F","Editing Xtext Source"
"Text Editing","Text End","Shift+Alt+>","Embedded Xtext Editor context"
"Text Editing","Move Lines Down","Alt+Down","Embedded Xtext Editor context"
"Text Editing","View Register","Ctrl+X R V","Editing Text"
"Edit","Paste","Ctrl+Y","In Dialogs and Windows"
"Edit","Find Next","Ctrl+K","Editing Text"
"Navigate","Open Type Hierarchy","F4","In Windows"
"Run/Debug","Step Return","Ctrl+C Ctrl+F","Debugging"
"Text Editing","Collapse All","Shift+Ctrl+Numpad_Divide","Editing Text"
"Text Editing","Delete Previous Word","Esc Backspace","Embedded Xtext Editor context"
"Text Editing","Delete Rectangle","Ctrl+X R D","Editing Text"
"Text Editing","Previous Line","Up","Editing Text"
"Text Editing","Backward Paragraph","Shift+Ctrl+Up","Editing Text"
"Window","Previous View","Shift+Ctrl+F7","In Windows"
"Text Editing","Transpose Lines","Ctrl+X Ctrl+T","Editing Text"
"Text Editing","Text End","Esc >","Embedded Xtext Editor context"
"Navigate","Expand All","Shift+Ctrl+Numpad_Multiply","In Windows"
"Run/Debug","Step Into","F5","Debugging"
"Text Editing","Widen","Ctrl+X N W","Editing Text"
"Edit","Quick Fix","Ctrl+1","In Dialogs and Windows"
"Text Editing","Pop Tag Mark","Alt+*","Editing Text"
"Run/Debug","Go to Address","Ctrl+G","In Table Memory Rendering"
"Run/Debug","Run Java Application","Shift+Alt+X J","Editing Xtend Source"
"Text Editing","Duplicate Lines","Ctrl+Alt+Up","Editing Text"
"Text Editing","Previous Column","Ctrl+B","Embedded Xtext Editor context"
"Text Editing","Universal Argument","Ctrl+0","Editing Text"
"Run/Debug","Debug Java Applet","Shift+Alt+D A","In Windows"
"Text Editing","Kbd Macro Cycle Ring Next","Ctrl+X Ctrl+K Ctrl+N","Editing Text"
"Edit","Incremental Find Reverse","Shift+Ctrl+J","Embedded Xtext Editor context"
"Text Editing","Text Start","Ctrl+X [","Editing Text"
"Text Editing","Begin Buffer","Ctrl+Home","Editing Text"
"Text Editing","End Buffer","Shift+Alt+.","Editing Text"
"Source","Toggle Comment","Ctrl+X Ctrl+;","Editing Java Source"
"Text Editing","Copy Lines","Ctrl+Alt+Down","Editing Text"
"Text Editing","Forward Word","Ctrl+Right","Editing Text"
"Source","Quick Assist - Assign to local variable","Ctrl+2 L","Editing Java Source"
"Text Editing","Collapse","Ctrl+Numpad_Subtract","Editing Text"
"Text Editing","Scroll Other Window","Alt+PageDown","Editing Text"
"Text Editing","Describe Variable","Ctrl+H V","Editing Text"
"Run/Debug","Toggle Breakpoint","Ctrl+X Space","In Windows"
"Uncategorized","Add Artifact to Target Platform","Shift+Ctrl+Alt+A","In Windows"
"Edit","Select Previous Element","Shift+Alt+Left","Editing in Structured Text Editors"
"Source","Add Javadoc Comment","Shift+Alt+J","In Windows"
"Window","Toggle Full Screen","Alt+F11","In Windows"
"Text Editing","Backward Word","Esc B","Editing Text"
"Text Editing","Zoom Out","Ctrl+-","Editing Text"
"Text Editing","Scroll Line Down","Ctrl+Down","Editing Text"
"Text Editing","Select Previous Word","Shift+Ctrl+Left","Editing Text"
"Edit","Redo","Shift+Ctrl+/","In Windows"
"Navigate","Show In Breadcrumb","Shift+Alt+B","Editor Breadcrumb Navigation"
"Text Editing","Line End","Ctrl+E","Editing Text"
"Edit","Toggle Insert Mode","Shift+Ctrl+Insert","Embedded Xtext Editor context"
"Text Editing","Other Window","Ctrl+X O","In Windows"
"Text Editing","Forward Character","Right","Editing Text"
"Navigate","Open Call Hierarchy","Ctrl+Alt+H","In Windows"
"Text Editing","Universal Argument","Ctrl+Alt+6","Editing Text"
"Window","Switch to Editor","Shift+Ctrl+E","In Windows"
"Text Editing","Universal Argument","Ctrl+2","Editing Text"
"gazonk.del","Delete Previous Word","Esc Backspace","In Console View"
"Text Editing","Yank","Ctrl+Y","Editing Text"
"Text Editing","Delete to End of Line","Shift+Ctrl+Delete","Embedded Xtext Editor context"
"Text Editing","Forward Paragraph","Alt+}","Editing Text"
"Edit","Backward Sexp","Esc Ctrl+Left","Editing Text"
"Search","Open Search Dialog","Ctrl+H","In Windows"
"Text Editing","Universal Argument","Ctrl+Alt+4","Editing Text"
"Text Editing","Next Column","Ctrl+F","Embedded Xtext Editor context"
"Views","Show View (Console)","Shift+Alt+Q C","In Windows"
"Text Editing","Forward Paragraph","Ctrl+Down","Editing Text"
"Navigate","Go to Line","Ctrl+X G","Embedded Xtext Editor context"
"Edit","Redo","Shift+Ctrl+Z","In Dialogs and Windows"
"Editing","Toggle Comment","Ctrl+/","Editing Xtext Source"
"Window","Switch to Editor","Ctrl+X Ctrl+B","In Windows"
"Text Editing","Previous Word","Alt+B","Embedded Xtext Editor context"
"Text Editing","Kbd Macro Call","Ctrl+X Ctrl+K K","Editing Text"
"Text Editing","Mark Sexp","Ctrl+Alt+Space","Editing Text"
"Text Editing","Zoom In","Ctrl++","Editing Text"
"Window","Next Editor","Ctrl+F6","In Windows"
"Text Editing","Yank Pop","Esc Y","Editing Text"
"Edit","Cut","Shift+Delete","In Dialogs and Windows"
"Text Editing","Delete Previous Word","Alt+Backspace","Embedded Xtext Editor context"
"Text Editing","Recenter Other Window","Alt+Insert","Editing Text"
"Navigate","Go To Previous Unread Task","Alt+Up","In Tasks View"
"Text Editing","Copy to Register","Ctrl+X X","Editing Text"
"Text Editing","Repeat","Z","Repeating"
"Text Editing","Universal Argument","Ctrl+3","Editing Text"
"Text Editing","End Buffer Other Window","Alt+End","Editing Text"
"Text Editing","Other Frame","Ctrl+X 5 O","Editing Text"
"Text Editing","Insert Register","Ctrl+X R I","Editing Text"
"Text Editing","Scroll Down","Alt+V","Editing Text"
"File","Close All","Ctrl+X Ctrl+C","In Windows"
"Edit","Incremental Find","Ctrl+S","Embedded Xtext Editor context"
"Navigate","Quick Outline","Ctrl+]","PDE editor"
"Uncategorized","Extract Local Variable","Shift+Alt+L","Editing Xtext Source"
"Text Editing","I-Search forward","Ctrl+S","Editing Text"
"Edit","Forward Sexp","Ctrl+Alt+F","Editing Text"
"Text Editing","Set Mark Command","Ctrl+Space","Editing Text"
"Run/Debug","Coverage TestNG Suite","Shift+Alt+E G","In Windows"
"Text Editing","Make Frame","Ctrl+X 5 2","Editing Text"
"Navigate","Previous Page","Shift+Alt+F7","In Windows"
"Refactor - Java","Move - Refactoring ","Shift+Alt+V","In Windows"
"Uncategorized","Right Guillemet",">","NLS Editor Context"
"Text Editing","Select Line Start","Shift+Home","Embedded Xtext Editor context"
"Edit","Toggle Comment","Esc ;","Editing in Structured Text Editors"
"Text Editing","Insert Register","Ctrl+X G","Editing Text"
"Text Editing","Pop Tag Mark","Shift+Alt+8","Editing Text"
"Text Editing","Balance Windows","Ctrl+X +","Editing Text"
"File","Save All","Ctrl+X S","In Windows"
"Text Editing","Query Replace Regexp","Shift+Ctrl+Alt+5","Editing Text"
"gazonk.del","Delete Char","Ctrl+D","In Console View"
"Search","Find Text in Workspace","Ctrl+Alt+G","In Windows"
"Text Editing","Where Is Command","Ctrl+H W","Editing Text"
"Text Editing","Scroll Line Down","Ctrl+Z","Embedded Xtext Editor context"
"Text Editing","Next Word","Alt+F","Embedded Xtext Editor context"
"Text Editing","Down List","Ctrl+Alt+Down","Editing Text"
"Edit","Word Completion","Alt+/","Embedded Xtext Editor context"
"Run/Debug","Terminate","Ctrl+F2","Debugging"
"Run/Debug","Resume","Ctrl+C Ctrl+R","Debugging"
"Source","Toggle Comment","Alt+;","PDE editor"
"Run/Debug","Previous Page of Memory","Shift+Ctrl+,","In Table Memory Rendering"
"Window","Open Model Element","Shift+Ctrl+F3","In Windows"
"Run/Debug","Debug JUnit Plug-in Test","Shift+Alt+D P","Editing Xtend Source"
"View","Zoom Out","Ctrl+-","In Windows"
"Text Editing","Select Next Word","Shift+Ctrl+Right","Editing Text"
"Text Editing","Shrink Window","Ctrl+X {","Editing Text"
"Refactor - Java","Change Method Signature","Shift+Alt+C","In Windows"
"Text Editing","Split Window Horizontally","Ctrl+X 3","In Windows"
"Window","Activate Editor","F12","In Windows"
"Text Editing","Kbd Macro Start","F3","Editing Text"
"Text Editing","Zap to Char","Alt+Z","In Windows"
"Text Editing","Goto Line","Alt+G","Editing Text"
"Text Editing","Text Start","Esc <","Editing Text"
"Edit","Transpose Words","Alt+T","Editing Text"
"Run/Debug","Run Eclipse Application","Shift+Alt+X E","In Windows"
"Text Editing","Display Buffer Other Frame","Ctrl+X 5 Ctrl+O","Editing Text"
"Text Editing","Previous Word","Esc B","Editing Text"
"Edit","Backward Kill Sexp","Esc Ctrl+Backspace","Editing Text"
"Text Editing","Comment Next","Esc N","Editing Java Source"
"Text Editing","Text End","Alt+>","Embedded Xtext Editor context"
"Text Editing","Copy Lines","Ctrl+Alt+Down","Embedded Xtext Editor context"
"Text Editing","Emacs+ News","Ctrl+H N","Editing Text"
"Text Editing","Universal Argument","Ctrl+Alt+3","Editing Text"
"Edit","Paste","Ctrl+V","In Dialogs and Windows"
"Views","Show View (Synchronize)","Shift+Alt+Q Y","In Windows"
"Text Editing","Show Tooltip Description","F2","Embedded Xtext Editor context"
"Text Editing","Set Mark","Ctrl+Space","Embedded Xtext Editor context"
"Navigate","Deactivate Task","Shift+Ctrl+F9","In Windows"
"Edit","Copy","Esc W","In Dialogs and Windows"
"Source","Quick Assist - Assign to field","Ctrl+2 F","Editing Java Source"
"Text Editing","Universal Argument","Alt+7","Editing Text"
"Refactor - Java","Inline","Shift+Alt+I","In Windows"
"Window","Quick Access","Ctrl+3","In Windows"
"Edit","Select All","Ctrl+A","In Dialogs and Windows"
"Window","Quick Switch Editor","Ctrl+X B","In Windows"
"Text Editing","Delete Next","Ctrl+D","In Windows"
"Text Editing","Cut to Beginning of Line","Esc 0 Ctrl+K","Editing Text"
"Editing","Toggle Comment","Ctrl+7","Editing Xtext Source"
"Edit","Incremental Find Reverse","Shift+Ctrl+J","Editing Text"
"Text Editing","Open Declaration Other Window","Ctrl+X 4 .","In Windows"
"Run/Debug","Run JUnit Test","Shift+Alt+X T","In Windows"
"Text Editing","Scroll Down","Shift+Alt+V","Editing Text"
"Task Repositories","Mark Task Read","Shift+Alt+R","In Tasks View"
"gazonk.del","Kill Line","Ctrl+K","Editing Text"
"Navigate","Forward History","Ctrl+X Right","In Windows"
"Navigate","Open Task","Ctrl+F12","In Windows"
"Navigate","Backward History","Ctrl+X Ctrl+Left","In Windows"
"Text Editing","Pop Tag Mark","Esc *","Editing Text"
"Source","Organize Imports","Shift+Ctrl+O","In Windows"
"Edit","Add Maven Dependency","Shift+Ctrl+D","Editing XML Source"
"Text Editing","Clear Rectangle","Ctrl+X R C","Editing Text"
"Edit","Backward Sexp","Alt+Left","Editing Text"
"Run/Debug","Run to Line","Ctrl+C Ctrl+U","Debugging"
"Navigate","Quick Outline","Shift+Ctrl+O","Task Markup Editor Source Context"
"Text Editing","Forward Word","Esc F","Editing Text"
"Text Editing","Duplicate Lines","Ctrl+Alt+Up","Embedded Xtext Editor context"
"Search","References in Workspace","Shift+Ctrl+G","In Windows"
"Navigate","Show In...","Shift+Alt+W","In Windows"
"Edit","Cut","Ctrl+W","In Dialogs and Windows"
"Text Editing","Universal Argument","Alt+-","Editing Text"
"Text Editing","Backward Up List","Ctrl+Alt+Up","Editing Text"
"Text Editing","Undo+","Ctrl+X U","Editing Text"
"Navigate","Open Type in Hierarchy","Shift+Ctrl+H","In Windows"
"Run/Debug","Force Return","Shift+Alt+F","In Windows"
"Text Editing","Begin Line","Shift+Ctrl+A","Editing Text"
"Text Editing","Scroll Line Down","Ctrl+Down","Embedded Xtext Editor context"
"Run/Debug","Step Over","F6","Debugging"
"Uncategorized","Open Type in Hierarchy","F4","Editing Xtext Source"
"File","New","Ctrl+N","In Windows"
"Window","Show Key Assist","Shift+Ctrl+L","In Dialogs and Windows"
"Text Editing","Regexp I-Search forward","Ctrl+Alt+S","Editing Text"
"gazonk.del","Copy","Alt+W","In Console View"
"Text Editing","Delete Next Word","Esc D","Embedded Xtext Editor context"
"Text Editing","Backward Word","Shift+Alt+B","Editing Text"
"Text Editing","Universal Argument","Ctrl+8","Editing Text"
"Text Editing","Indent Rigidly","Ctrl+X Tab","Editing Text"
"Text Editing","Describe Command","Ctrl+H D","Editing Text"
"Text Editing","Delete Next Word","Alt+D","Editing Text"
"Source","Open Declaration","F3","Editing Ant Buildfiles"
"Text Editing","Line Start","Ctrl+A","Embedded Xtext Editor context"
"Text Editing","Scroll Other Window","Ctrl+Alt+V","Editing Text"
"Source","Correct Indentation","Ctrl+I","Editing Java Source"
"File","New menu","Shift+Alt+N","In Windows"
"Run/Debug","Run Maven Build","Shift+Alt+X M","In Windows"
"Text Editing","Clear Mark","Ctrl+G","Editing Text"
"Text Editing","Select Line Start","Shift+Home","Editing Text"
"Edit","Occurrences in File","Shift+Ctrl+A","Editing in Structured Text Editors"
"Run/Debug","Run JUnit Plug-in Test","Shift+Alt+X P","Editing Xtend Source"
"Edit","Backward Kill Sexp","Ctrl+Alt+Backspace","Editing Text"
"Text Editing","Increment Register","Ctrl+X R +","Editing Text"
"Editing","Restore Last Selection","Shift+Alt+Down","Editing Xtext Source"
"Edit","Paste","Shift+Insert","In Dialogs and Windows"
"Views","Show View (Search)","Shift+Alt+Q S","In Windows"
"Text Editing","Begin Buffer Other Window","Alt+Home","Editing Text"
"Uncategorized","Insert right guillemet","Ctrl+>","Editing Xtend Source"
"Text Editing","Just One Space","Alt+Space","Editing Text"
"Navigate","Previous Sub-Tab","Alt+PageUp","In Dialogs and Windows"
"Text Editing","Next Word","Ctrl+Right","Embedded Xtext Editor context"
